Organism,Compound Name,Chemical Formula,Mol. Wt.,SMILES,Common-Name,Object ID
MED4,LL-DIAMINOPIMELATE,C7H14N2O4,190.199,C([C@H](CCC[C@@H](C([O-])=O)[NH3+])[NH3+])([O-])=O,"L,L-diaminopimelate",LL-DIAMINOPIMELATE
MTBH37RV,LL-DIAMINOPIMELATE,C7H14N2O4,190.199,C(C(CCCC(C([O-])=O)[NH3+])[NH3+])([O-])=O,"L,L-diaminopimelate",LL-DIAMINOPIMELATE
PPUT160488,LL-DIAMINOPIMELATE,C7H14N2O4,190.199,C(C(CCCC(C([O-])=O)[NH3+])[NH3+])([O-])=O,"L,L-diaminopimelate",LL-DIAMINOPIMELATE
ECOLI,HOMOCYSTINE,C8H16N2O4S2,268.345,C(C[C@@H](C([O-])=O)[NH3+])SSCC[C@@H](C([O-])=O)[NH3+],"L,L-homocystine",HOMOCYSTINE
GCF_009937745,HOMOCYSTINE,C8H16N2O4S2,268.345,C(C[C@@H](C([O-])=O)[NH3+])SSCC[C@@H](C([O-])=O)[NH3+],"L,L-homocystine",HOMOCYSTINE
GCF_000014565,CPD-470,C4H11N2O2,119.143,C(C[C@@H](C([O-])=O)[NH3+])[NH3+],"L-2,4-diaminobutanoate",CPD-470
GCF_000046845,CPD-470,C4H11N2O2,119.143,C(C[C@@H](C([O-])=O)[NH3+])[NH3+],"L-2,4-diaminobutanoate",CPD-470
PPUT160488,CPD-470,C4H11N2O2,119.143,C(C[C@@H](C([O-])=O)[NH3+])[NH3+],"L-2,4-diaminobutanoate",CPD-470
GCF_009937745,N-ACETYL-L-2-AMINO-6-OXO-PIMELATE,C9H11N1O6,229.189,CC(=O)N[C@@H](CCCC(=O)C(=O)[O-])C(=O)[O-],L-2-acetamido-6-oxoheptanedioate,N-ACETYL-L-2-AMINO-6-OXO-PIMELATE
ECOLI,CPD0-1540,C3H8N2O4S1,168.167,C(S(=O)(=O)N)C(N)C(O)=O,L-2-amino-2-carboxyethane-sulfonamide,CPD0-1540
ECOLI,AMINO-OXOBUT,C4H7N1O3,117.104,CC(=O)[C@H]([NH3+])C([O-])=O,L-2-amino-3-oxobutanoate,AMINO-OXOBUT
GCF_000014565,AMINO-OXOBUT,C4H7N1O3,117.104,CC(=O)[C@H]([NH3+])C([O-])=O,L-2-amino-3-oxobutanoate,AMINO-OXOBUT
GCF_009937745,AMINO-OXOBUT,C4H7N1O3,117.104,CC(=O)[C@H]([NH3+])C([O-])=O,L-2-amino-3-oxobutanoate,AMINO-OXOBUT
YARROWIA,AMINO-OXOBUT,C4H7N1O3,117.104,CC(=O)[C@H]([NH3+])C([O-])=O,L-2-amino-3-oxobutanoate,AMINO-OXOBUT
ECOLI,CPD0-1224,C5H8N1O3Cl1,165.576,C(Cl)C(=O)C[C@H]([NH3+])C(=O)[O-],L-2-amino-4-oxo-5-chloropentanoate,CPD0-1224
GCF_009937745,CPD-16790,C5H9N1O5P1,194.104,C(=O)([O-])[C@@H]([NH3+])\C=C/CP([O-])(=O)O,<i>L</i>-2-amino-5-phosphono-3-<i>cis</i>-pentenoate,CPD-16790
ECOLI,CPD-468,C6H10N1O4,160.149,C([O-])(=O)CCC[C@@H](C(=O)[O-])[NH3+],L-2-aminoadipate,CPD-468
GCF_000014565,CPD-468,C6H10N1O4,160.149,C([O-])(=O)CCC[C@@H](C(=O)[O-])[NH3+],L-2-aminoadipate,CPD-468
MTBH37RV,CPD-468,C6H10N1O4,160.149,C([O-])(=O)CCC[C@@H](C(=O)[O-])[NH3+],L-2-aminoadipate,CPD-468
PPUT160488,CPD-468,C6H10N1O4,160.149,C([O-])(=O)CCC[C@@H](C(=O)[O-])[NH3+],L-2-aminoadipate,CPD-468
YARROWIA,CPD-468,C6H10N1O4,160.149,C([O-])(=O)CCC[C@@H](C(=O)[O-])[NH3+],L-2-aminoadipate,CPD-468
YEAST,CPD-468,C6H10N1O4,160.149,C([O-])(=O)CCC[C@@H](C(=O)[O-])[NH3+],L-2-aminoadipate,CPD-468
ECOLI,CPD0-1945,C8H15N3O4,217.224,CC([NH3+])C(=O)NC(C(N)=O)CCC(=O)[O-],L-Ala-D-Gln,CPD0-1945
ECOLI,CPD0-1946,C8H16N2O3S1,220.286,CC([NH3+])C(=O)NC(CCSC)C(=O)[O-],L-Ala-D-Met,CPD0-1946
ECOLI,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
GCF_000014565,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
GCF_000046845,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
GCF_009937745,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
MED4,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
MTBH37RV,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
PPUT160488,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
YARROWIA,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
YEAST,L-ALPHA-ALANINE,C3H7N1O2,89.094,C[C@H]([NH3+])C([O-])=O,L-alanine,L-ALPHA-ALANINE
ECOLI,CPD-11636,C3H9N2O1,89.117,C[C@H]([NH3+])C(=O)N,L-alanine amide,CPD-11636
ECOLI,CPD-9374,C3H10N1O1,76.118,C[C@H]([NH3+])CO,L-alaninol,CPD-9374
ECOLI,CPD-13944,C3H7N3O4,149.106,C(=O)([O-])[C@@H]([NH3+])CN(N=O)O,L-alanosine,CPD-13944
ECOLI,CPD0-1944,C7H11N2O5,203.174,C[C@H]([NH3+])C(N[C@H](CC(=O)[O-])C(=O)[O-])=O,L-alanyl-D-aspartate,CPD0-1944
ECOLI,CPD0-2190,C8H13N2O5,217.201,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-],L-alanyl-D-glutamate,CPD0-2190
GCF_009937745,CPD0-2190,C8H13N2O5,217.201,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-],L-alanyl-D-glutamate,CPD0-2190
ECOLI,L-ALA-GAMMA-D-GLU-DAP,C15H25N4O8,389.384,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate,L-ALA-GAMMA-D-GLU-DAP
GCF_000046845,L-ALA-GAMMA-D-GLU-DAP,C15H25N4O8,389.384,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate,L-ALA-GAMMA-D-GLU-DAP
GCF_009937745,L-ALA-GAMMA-D-GLU-DAP,C15H25N4O8,389.384,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate,L-ALA-GAMMA-D-GLU-DAP
MED4,L-ALA-GAMMA-D-GLU-DAP,C15H25N4O8,389.384,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate,L-ALA-GAMMA-D-GLU-DAP
PPUT160488,L-ALA-GAMMA-D-GLU-DAP,C15H25N4O8,389.384,C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate,L-ALA-GAMMA-D-GLU-DAP
ECOLI,ALA-GLY,C5H10N2O3,146.146,C[C@H]([NH3+])C(NCC([O-])=O)=O,L-alanyl-glycine,ALA-GLY
ECOLI,CPD0-1916,C11H14N2O3S1,254.303,CC(C(NC(SC1(\C=C/C=C\C=1))C([O-])=O)=O)[NH3+],L-alanyl-L-&alpha;-thiophenylglycine,CPD0-1916
ECOLI,CPD-13404,C7H11N2O5,203.174,C[C@H]([NH3+])C(N[C@@H](CC(=O)[O-])C(=O)[O-])=O,L-alanyl-L-aspartate,CPD-13404
ECOLI,CPD0-1445,C8H13N2O5,217.201,C[C@H]([NH3+])C(=O)N[C@H](C([O-])=O)CCC(=O)[O-],L-alanyl-L-glutamate,CPD0-1445
ECOLI,CPD-13403,C8H15N3O4,217.224,C[C@H]([NH3+])C(=O)N[C@H](C([O-])=O)CCC(=O)N,L-alanyl-L-glutamine,CPD-13403
ECOLI,CPD-13401,C9H14N4O3,226.235,C[C@H]([NH3+])C(=O)N[C@@H](CC1(\N=C/N\C=1))C(=O)[O-],L-alanyl-L-histidine,CPD-13401
ECOLI,CPD-13398,C9H18N2O3,202.253,CC(C)C[C@@H](C([O-])=O)NC([C@H](C)[NH3+])=O,L-alanyl-L-leucine,CPD-13398
ECOLI,CPD-13397,C7H14N2O4,190.199,C[C@H]([NH3+])C(=O)N[C@@H]([C@H](O)C)C([O-])=O,L-alanyl-L-threonine,CPD-13397
ECOLI,L-ALLO-THREONINE,C4H9N1O3,119.12,CC(O)C([NH3+])C([O-])=O,L-<I>allo</I>-threonine,L-ALLO-THREONINE
PPUT160488,L-ALLO-THREONINE,C4H9N1O3,119.12,CC(O)C([NH3+])C([O-])=O,L-<I>allo</I>-threonine,L-ALLO-THREONINE
YARROWIA,L-ALLO-THREONINE,C4H9N1O3,119.12,C[C@H](O)[C@H]([NH3+])C(=O)[O-],L-<I>allo</I>-threonine,L-ALLO-THREONINE
YEAST,L-ALLO-THREONINE,C4H9N1O3,119.12,CC(O)C([NH3+])C([O-])=O,L-<I>allo</I>-threonine,L-ALLO-THREONINE
ECOLI,CPD0-2539,C7H14N2O4S1,222.259,C([C@@H](C([O-])=O)[NH3+])SCC[C@@H]([NH3+])C([O-])=O,L-allocystathionine,CPD0-2539
ECOLI,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
GCF_000014565,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
GCF_000046845,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
GCF_009937745,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
MED4,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
MTBH37RV,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
PPUT160488,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE,C7H10N1O5,188.16,C([O-])(=O)[C@H](CCCC(C([O-])=O)=O)[NH3+],L-&alpha;-amino-&epsilon;-keto-pimelate,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
GCF_009937745,CPD-17509,C9H13N1O4,199.206,C([C@@H]([NH3+])C[C@@H]2(CCC(=O)[C@@H]1(O[C@@H]12)))([O-])=O,L-anticapsin,CPD-17509
ECOLI,L-ARABITOL,C5H12O5,152.147,C(O)C(O)C(O)C(O)CO,L-arabinitol,L-ARABITOL
PPUT160488,L-ARABITOL,C5H12O5,152.147,C(O)C(O)C(O)C(O)CO,L-arabinitol,L-ARABITOL
YEAST,L-ARABITOL,C5H12O5,152.147,C(O)C(O)C(O)C(O)CO,L-arabinitol,L-ARABITOL
ECOLI,L-arabinofuranose,C5H10O5,150.131,C(O)C1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
GCF_000014565,L-arabinofuranose,C5H10O5,150.131,C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
GCF_000046845,L-arabinofuranose,C5H10O5,150.131,C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
GCF_009937745,L-arabinofuranose,C5H10O5,150.131,C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
MED4,L-arabinofuranose,C5H10O5,150.131,C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
MTBH37RV,L-arabinofuranose,C5H10O5,150.131,C(O)C1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
PPUT160488,L-arabinofuranose,C5H10O5,150.131,C(O)C1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
YARROWIA,L-arabinofuranose,C5H10O5,150.131,C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
YEAST,L-arabinofuranose,C5H10O5,150.131,C(O)C1([C@H](O)[C@@H](O)C(O)O1),L-arabinofuranose,L-arabinofuranose
ECOLI,L-arabinopyranose,C5H10O5,150.131,C(O)C1(C(O)C(O)C(O)C(O)O1),L-arabinopyranose,L-arabinopyranose
GCF_000014565,L-arabinopyranose,C5H10O5,150.131,C1([C@H](O)[C@H](O)[C@@H](O)C(O)O1),L-arabinopyranose,L-arabinopyranose
GCF_000046845,L-arabinopyranose,C5H10O5,150.131,C1([C@H](O)[C@H](O)[C@@H](O)C(O)O1),L-arabinopyranose,L-arabinopyranose
GCF_009937745,L-arabinopyranose,C5H10O5,150.131,C1([C@H](O)[C@H](O)[C@@H](O)C(O)O1),L-arabinopyranose,L-arabinopyranose
MTBH37RV,L-arabinopyranose,C5H10O5,150.131,C(O)C1(C(O)C(O)C(O)C(O)O1),L-arabinopyranose,L-arabinopyranose
PPUT160488,L-arabinopyranose,C5H10O5,150.131,C1(C(O)C(O)C(O)C(O)O1),L-arabinopyranose,L-arabinopyranose
YARROWIA,L-arabinopyranose,C5H10O5,150.131,C1([C@H](O)[C@H](O)[C@@H](O)C(O)O1),L-arabinopyranose,L-arabinopyranose
YEAST,L-arabinopyranose,C5H10O5,150.131,C(O)C1(C(O)C(O)C(O)C(O)O1),L-arabinopyranose,L-arabinopyranose
ECOLI,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
GCF_000014565,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
GCF_000046845,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
GCF_009937745,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
MED4,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
MTBH37RV,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
PPUT160488,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
YARROWIA,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
YEAST,L-ARABINOSE,C5H10O5,150.131,C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,L-arabinose,L-ARABINOSE
ECOLI,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
GCF_000014565,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
GCF_000046845,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
GCF_009937745,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
MED4,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
MTBH37RV,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
PPUT160488,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
YARROWIA,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
YEAST,ARG,C6H15N4O2,175.21,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(=O)[O-],L-arginine,ARG
ECOLI,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
GCF_000014565,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
GCF_000046845,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
GCF_009937745,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
MED4,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
MTBH37RV,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
PPUT160488,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
YARROWIA,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
YEAST,L-ARGININO-SUCCINATE,C10H17N4O6,289.267,C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+],L-arginino-succinate,L-ARGININO-SUCCINATE
GCF_009937745,CPD-16795,C11H24N5O7P1,369.314,C(NC(N)=[NH2+])CC[C@H]([NH3+])C(NC(C(=O)[O-])CC(O)CP(=O)([O-])O)=O,<i>L</i>-arginyl-4-hydroxy-5-phosphonopentanoate,CPD-16795
PPUT160488,CPD-659,C10H12N1O5,226.208,C([C@H](CC1(\C=C/C(\C=C/1)O)C([O-])=O)[NH3+])([O-])=O,L-arogenate,CPD-659
ECOLI,ASCORBATE,C6H7O6,175.118,C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O),L-ascorbate,ASCORBATE
MTBH37RV,ASCORBATE,C6H7O6,175.118,C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O),L-ascorbate,ASCORBATE
PPUT160488,ASCORBATE,C6H7O6,175.118,C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O),L-ascorbate,ASCORBATE
YEAST,ASCORBATE,C6H7O6,175.118,C(O)[C@H](O)[C@@H]1(C(\[O-])=C(C(=O)O1)\O),L-ascorbate,ASCORBATE
ECOLI,L-ASCORBATE-6-PHOSPHATE,C6H6O9P1,253.082,C(OP([O-])(=O)[O-])[C@H](O)C1(C(\[O-])=C(C(=O)O1)\O),L-ascorbate 6-phosphate,L-ASCORBATE-6-PHOSPHATE
PPUT160488,L-ASCORBATE-6-PHOSPHATE,C6H6O9P1,253.082,C(OP([O-])(=O)[O-])[C@H](O)C1(C(\[O-])=C(C(=O)O1)\O),L-ascorbate 6-phosphate,L-ASCORBATE-6-PHOSPHATE
ECOLI,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
GCF_000014565,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
GCF_000046845,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
GCF_009937745,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
MED4,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
MTBH37RV,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
PPUT160488,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
YARROWIA,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
YEAST,ASN,C4H8N2O3,132.119,C(C[C@@H](C(=O)[O-])[NH3+])(N)=O,L-asparagine,ASN
ECOLI,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
GCF_000014565,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
GCF_000046845,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
GCF_009937745,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
MED4,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
MTBH37RV,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
PPUT160488,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
YARROWIA,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
YEAST,L-ASPARTATE,C4H6N1O4,132.096,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-],L-aspartate,L-ASPARTATE
ECOLI,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
GCF_000014565,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
GCF_000046845,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
GCF_009937745,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
MED4,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
MTBH37RV,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
PPUT160488,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
YEAST,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate 4-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
YARROWIA,L-ASPARTATE-SEMIALDEHYDE,C4H7N1O3,117.104,C(=O)C[C@H]([NH3+])C(=O)[O-],L-aspartate-semialdehyde,L-ASPARTATE-SEMIALDEHYDE
ECOLI,L-BETA-ASPARTYL-P,C4H6N1O7P1,211.068,C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-],L-aspartyl-4-phosphate,L-BETA-ASPARTYL-P
GCF_000014565,L-BETA-ASPARTYL-P,C4H6N1O7P1,211.068,C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-],L-aspartyl-4-phosphate,L-BETA-ASPARTYL-P
GCF_000046845,L-BETA-ASPARTYL-P,C4H6N1O7P1,211.068,C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-],L-aspartyl-4-phosphate,L-BETA-ASPARTYL-P
GCF_009937745,L-BETA-ASPARTYL-P,C4H6N1O7P1,211.068,C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-],L-aspartyl-4-phosphate,L-BETA-ASPARTYL-P
MED4,L-BETA-ASPARTYL-P,C4H6N1O7P1,211.068,C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-],L-aspartyl-4-phosphate,L-BETA-ASPARTYL-P
MTBH37RV,L-BETA-ASPARTYL-P,C4H6N1O7P1,211.068,C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-],L-aspartyl-4-phosphate,L-BETA-ASPARTYL-P
